,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply,Review Likes
754,韻凌,2018年1月23日,1, 為什麼一直出現推薦朋友更新不更新的我才剛下載欸..都進不去,"有無科技2018年1月29日Dear 韻凌 ，

小編跟你解釋ξ( ✿＞◡❛)
小編更新時很緊張也有遇到這問題(́◉◞౪◟◉‵)
半夜馬上問工程師=͟͟͞͞( •̀д•́)
因為那時間點系統還在更新ლ(・´ｪ`・ლ)
但是不論app store還是google商店一樣還是可以下載(´⊙ω⊙`)
所以這時候下載會發生這狀況( ﾟ∀ﾟ)o彡ﾟ
等更新完畢下載就可以正常使用唷σ(´∀｀*)",0
755,黃小姐,2018年1月19日,5, 不受限店家，喜歡,"有無科技2018年1月22日Dear黃小姐,
很高興您喜歡我們的APP ♥(´∀` )人
使望您可以常常使用它唷！感恩感恩～ (♡˙︶˙♡)",0
756,張WenJan,2018年1月17日,4, 服務好,"有無科技2018年1月22日Dear WenJan 張 , 
謝謝您耶~  (♡˙︶˙♡)
小編回覆每個人的留言和LINE@問題都是很用心的 (*ˇωˇ*人)
小編和騎士們都很高興為您服務！ (*´∀`)~♥",0
757,Cindy Chang,2018年1月12日,3, 運費漲好多。 店家麵有昆蟲（煮熟了還這麼大隻）…… 覺得要把關一下店的品質,"有無科技2018年1月15日Dear Cindy Chang,
運費現在用的是比較彈性的機制，送越遠當然就增加一些，近近的就很便宜囉！(๑• . •๑)
然後麵有昆蟲也太嚇人了！哭哭～小編先替店家跟妳說對不起!!!　(((ﾟДﾟ;)))
怎麼沒有馬上來LINE@找小編？　(,,ﾟДﾟ)
小編一定會馬上跟訂餐客服和主管反應的！ Σ( ° △ °)",1
758,陳政威,2018年1月15日,3, 還是不知道點什麼，因為新北三重沒有外送………但是foodpanda有送耶！,"有無科技2017年12月11日Dear 政威，

什麼Σ(lliдﾟﾉ)ﾉ
你用熊貓(゜皿。)
我們12/19雙北全面啟動服務(*´∀`)~♥
無論你走到雙北的哪兒(*´ω`)人(´ω`*)
都有我們陪伴在你身邊唷(*´з｀*)",0
759,CHEN君,2017年12月29日,5, 配送準時，不管是騎士還是客服，服務態度都很讚,"有無科技2018年1月1日Dear陳君,
謝謝您的肯定，｡:.ﾟヽ(*´∀`)ﾉﾟ.:｡
只有更好沒有最好，小編和騎士們隨時都很高興為您服務的唷！ (❛◡❛✿)",1
760,方小米,2018年1月7日,5, 真的很棒的APP👍👍👍無法出門買東西吃的時候，都很港動有這個APP的存在😂,"有無科技2018年1月8日Dear冠麒,
小編也醬覺得 ‹‹\(´ω` )/››‹‹\( 　´)/››‹‹\( ´ω`)/››
有無快送真的是太方便啦　 (╯✧∇✧)╯
在家不想出門或真的無法走開身…有人送上門真的猴港動~ (☍﹏⁰) 
謝謝您喜歡我們的APP (●´ω｀●)ゞ
要常常點開來訂餐唷 (　ﾟ∀ﾟ)つ≡≡≡♡♡♡)`ν゜)ｸﾞｼｬ",0
761,Yulie Yu,2018年1月5日,4, 和蜜蜂比較起來運費真的有點貴，明明不到10分鐘的車程要70運費。。。,"有無科技2018年1月8日Dear Yulie Yu:
我們運費會機動調整的 ( ˘･з･)
您避開尖峰時間下訂單就會發現不一樣( ^ω^)
還有點放大鏡(搜尋)裡面就會直接列出有滿額折抵和運費優惠的店家囉(✪ω✪)",0
762,Ni Domo,2018年1月1日,3, 希望店家可以放上menu提供點餐,"有無科技2018年1月8日Dear Ni Domo,
APP上右邊的快送店家都可以直接點餐的唷 (^ρ^)/
左邊的美食探索，我們目前規劃由店家自主管理(ゝ∀･)
已經有越來越多的店家會上傳menu照片和看起來好好吃的美食照片了(✪ω✪)
您也可以提醒您愛吃的餐廳別忘了上傳照片唷！謝謝您(♡˙︶˙♡)",0
763,施小姐,2018年1月5日,4, 希望可以延伸到其他外送區域,"有無科技2018年1月8日Dear逸萱,
快偷偷告訴小編妳住在哪兒 (ﾉ∀`*)
小編知道有很多區域都在緊鑼密鼓準備中 (*´ω`)人(´ω`*)
很快就要開放快送服務囉！ ｡:.ﾟヽ(*´∀`)ﾉﾟ.:｡",0
764,Huang Yi-Ping,2018年1月2日,5, 很方便 希望能增加更多店家,"有無科技2018年1月8日Dear Huang Yi-Ping,
有有有～菜單小天使們每天都很認真的在打字新增唷ε٩(๑&gt; ₃ &lt;)۶з
如果您有中意的餐廳還沒被我們放進APP (✪ω✪)
別忘了還可以使用我們美食許願池來告訴小編唷d(`･∀･)b
我們一定會快馬加鞭的幫您新增店家的＼＼\\٩( 'ω' )و //／／",0
765,Karen Huang,2017年12月31日,5, 服務時間可以再晚點就更方便了,"有無科技2018年1月1日Dear Karen Huang,
謝謝您的建議，小編會回報給公司唷！ (*´∀`)~♥
如果延後時間的需求很多，就不用擔心騎士在路邊唱：等不到泥～等不到泥～～",0
766,Alan Fang,2017年12月29日,4, 配送很快 服務也很親切,"有無科技2018年1月1日Dear Alan Fang,
讓您在最快時間吃到熱騰騰的飯菜是我們最大願望ヽ(・×・´)ゞ
謝謝您喜歡我們的服務唷！ (´▽`ʃ♡ƪ)
您的滿意，有無騎士們都感受得到(๑• . •๑)",0
767,Kayin Chen,2018年1月9日,5, Good！,"有無科技2018年1月15日Dear Kayin Chen,
thanks! ε٩(๑&gt; ₃ &lt;)۶з
We hope you enjoy our service(≧∀≦)ゞ",0
768,林韻芳,2018年1月5日,4, 很方便,"有無科技2018年1月8日Dear韻芳:
謝謝您跟小編一樣超愛有無快送的 Σ&gt;―(〃°ω°〃)♡→
尤其是寒流又下雨的天氣  ||Φ|(|´|Д|`|)|Φ||
有人可以幫忙送食物來家門口實在是太幸福啦！ ( ♥д♥)",0
769,7 7,2018年1月7日,5, 服務態度超好 👍👍👍,"有無科技2018年1月8日Dear chii z,
終於讓我們服務到您了 (　ﾟ∀ﾟ) ﾉ♡
淡水冬天特別冷又下雨,最適合訂有無快送的美食了 (ㅅ˘ㅂ˘)
謝謝您喜歡我們的服務喔ヾ(*´∀ ˋ*)ﾉ
幫騎士們謝謝您 (♡˙︶˙♡)",0
770,藥研,2017年12月27日,5, 很好用的APP，順便表白一下用顏文字的小編超可愛XD,"有無科技2018年1月1日Dear 御守,
阿哈哈阿哈哈,小編害羞到不知道要說什麼了… (´///☁///`)
謝謝您喜歡我們的APP，要常常用唷！(遮臉逃跑) (*´艸`*)",0
771,Lin Hao Hsu,2017年12月22日,1, 沒免運 我直接跟店家定還不用外送費 外送人員態度極差 評價給低 下次還是同一個  這樣還敢跟人收外送費？？？,"有無科技2017年12月18日Dear Lin Hao Hsu,

我們APP店家超超超超多耶d(`･∀･)b
小編相信不是每間店家都是一份餐點免運送(^u^)
有些店家需要給運費甚至要求需滿多少才願意服務喔(ﾉ&gt;ω&lt;)ﾉ
我們收取的運費都是給辛苦的外送騎士(^y^)
當然不論你買多少(｡◕∀◕｡)
即使只有一份(^_っ^)
我們也配送至你指定地點ξ( ✿＞◡❛)
只有有無才有這麼好的服務♥(´∀` )人
當然小編還是想跟你分享ε٩(๑&gt; ₃ &lt;)۶з
任何服務都是需要值得的鼓勵ლ(╹◡╹ლ)
無論是支付費用或是其他方式(⁰▿⁰)
想想特地到餐廳用餐(๑´ㅂ`๑)
餐廳也跟您收取服務費呀(❛◡❛✿)
不管您使用哪種方式讚許提供服務你的人( ^ω^)
我們都希望台灣可以更好唷(๑• . •๑)",9
772,麥森光,2017年12月26日,5, 建議把菜單改一下 可點餐跟不可點餐分開 因為你們現在這樣的菜單太複雜,"有無科技2018年1月1日Dear麥森光,
其實很簡單的～d(d＇∀＇)
您定位完成之後，右半邊的快送店家就是可以直接APP點餐的 (σ′▽‵)′▽‵)σ
左邊的美食探索才是會依距離決定能不能送餐。 ლ( • ̀ω•́ )っ
如果覺得小編說不清楚，請直接來line@找小編喔！｡:.ﾟヽ(*´∀`)ﾉﾟ.:｡

LINE@，請搜尋官方帳號：有無快送",3
773,王舜慧,2017年12月24日,5, 很方便！外送員一個比一個還要態度良好～～～最愛有無了！,"有無科技2017年12月25日Dear舜慧,
真是太感動了ε٩(๑&gt; ₃ &lt;)۶з
騎士們一定也有感受到妳的善意回應(๑• . •๑)
請持續給予我們有無騎士團支持與鼓勵唷(๑•̀ㅂ•́)و✧
我們也會聚續努力加油的(ง๑ •̀_•́)ง
愛妳唷｡:.ﾟヽ(*´∀`)ﾉﾟ.:｡",0
774,Brian Kuo,2017年12月25日,1, 不能關閉app通知,"有無科技2017年12月25日Dear Brian Kuo,
咦？怎麼會這樣呢 (*´･д･)?
快加入LINE@跟小編聯絡(◔⊖◔)つ
小編和工程人員研究看看是不是您手機自己本身的設定沒有關到(๑ơ ₃ ơ)♥
LINE@，請搜尋官方帳號：有無快送",0
775,朱立元,2017年12月28日,5, 吃飽喝足不錯用!!!,"有無科技2018年1月1日Dear朱立元,
謝謝您喜歡我們的服務,不要忘記還有省錢的免付費電話喔！ ξ( ✿＞◡❛)",0
776,張子仁,2017年12月27日,5, 方便實用操作簡易。,"有無科技2018年1月1日Dear 張子仁,
您的8個字和五星評價給了設計部門和工程部門最大的肯定✧*｡٩(ˊᗜˋ*)و✧*｡
小編替大家謝謝您唷！ ε٩(๑&gt; ₃ &lt;)۶з",0
777,Tina H,2018年1月6日,4, 方便的app，如果可以增加菜單介紹會更好，畢竟不是每個餐點名稱都簡單明瞭，尤其是對某些族群的人。,"有無科技2018年1月8日Dear Tina H:
謝謝您的建議喔！小編會告訴相關部門您的需求ヽ(㊤V㊤*)ﾉ
謝謝您愛用我們的APP ✧◝(⁰▿⁰)◜✧",0
778,Linda Li,2017年12月24日,1, 運費太貴了，多叫兩間以上運費嚇死人了,"有無科技2017年12月25日Dear Linda Li,
運費現在是依距離機動調整的唷(｡í _ ì｡)
近一點運費低一點q(`･∀･)q遠一點就會增加一些d(`･∀･)b
不管颳風下雨大太陽都努力送餐的騎士們好辛苦(つ´ω`)つ
他們的付出需要相對應的報酬來鼓勵(✪ω✪)小編幫騎士們謝謝您(*´∀`)~♥",2
779,Garcia,2017年12月19日,5, 很棒的訂餐App 經常用到 值得鼓勵! ^_^,,1
780,Owen Shen,2017年12月12日,1, 滿額免運全消失，這app也可以刪了，我直接跟店家訂就好了。,"有無科技2017年12月18日Dear 世平,

我們的店家非常多ლ(╹◡╹ლ)
你怎麼捨得刪掉APP(ﾟд⊙)
每期的活動不一樣(ゝ∀･)b
雖然滿額免運的活動已經結束╮(╯_╰)╭
但是會有更多新的優惠活動唷(σ′▽‵)′▽‵)σ
舊的不去新的不來嘛｡:.ﾟヽ(*´∀`)ﾉﾟ.:｡
想知道有什麼好康新活動σ ﾟ∀ ﾟ) ﾟ∀ﾟ)σ
請鎖定用戶Line@唷(́=◞౪◟=‵)

用戶line@，請官方搜尋，有無快送",15
781,楊阿翔,2017年12月18日,2, 從最開始用到現在外送費越來越貴,,2
782,李秀霞,2017年12月17日,5, 送貨迅速  態度又好 分享給大家喔,"有無科技2017年12月18日Dear 秀霞，

你人真好σ`∀´)σ
大方分享(〃∀〃)
小編相信(^_っ^)
有無值得(｡◕∀◕｡)
你的推薦與愛戴(σ′▽‵)′▽‵)σ",0
783,MIDO H,2017年12月10日,5, 很方便，懶得出門最佳選擇,"有無科技2017年12月11日Dear 品晞，

尤其最近天氣很討人厭的愛下雨(〒︿〒)
配送的便利感倍增呀( ♥д♥)",0
784,謝朵拉,2017年12月11日,5, 方便快速,"有無科技2017年12月11日Dear 朵拉，

方便快送就是我們的綽號呀(　ﾟ∀ﾟ) ﾉ♡
另外跟你說(*´з｀*)
幸福感動是我們的代名詞(╭￣3￣)╭♡",0
785,Ch Ch,2017年12月12日,5, 方便好用,"有無科技2017年12月18日Dear Ch，

能為你的人生帶來方便(ゝ∀･)b
能讓你覺得好用d(`･∀･)b
小編覺得值得(✪ω✪)
若有任何建議(`・ω・´)
請至用戶Line@頻道(ง๑ •̀_•́)ง
跟小編說說唷(*´∀`)~♥

用戶line@，請官方搜尋，有無快送",0
786,Google 使用者,2017年11月28日,5, 設計流暢，使用簡易方便，送餐也快速，美中不足的是有些餐點套餐沒有提供飲料可以選擇，或是補差額換飲品部分，該店卻有提供此服務，希望能更完善。,"有無科技2017年12月3日Darling,

什麼Σ(lliдﾟﾉ)ﾉ
怎麼可以有美中不足的地方Σ(ﾟдﾟ)
快到line@跟小編說說是哪間餐廳(☄◣ω◢)☄
小編將請菜單公主盡速安排(ง๑ •̀_•́)ง

line@，請搜尋官方帳號：有無快送",3
787,李小圭,2017年11月24日,5, 跟uber及熊貓比起來 服務費更便宜 而且操作流程方便 速度也很快 騎士態度也不錯 大滿意 加油,"有無科技2017年11月26日Dear 瑩暉,

收取合理價格(｡◕∀◕｡)
人性化操作ヽ(́◕◞౪◟◕‵)ﾉ
幸福感服務(ﾟ3ﾟ)～♪
這一切都是為了你ヽ(✿ﾟ▽ﾟ)ノ",4
788,賴以昕,2017年11月22日,5, 下午茶團體訂購用它很方便,"有無科技2017年11月26日Dear 以昕,

被你發現揪團密技(,,・ω・,,)
你好厲害٩(｡・ω・｡)﻿و
我們還有很多好用功能等你發現唷(*ˇωˇ*人)",5
789,aveda huang,2017年11月28日,5, 送餐快速，操作介面簡單易懂，店家選擇多樣化。熊貓輸了…,"有無科技2017年12月3日Dear aveda ,

送餐快速和介面操作簡易是最基本的服務(*´з｀*)
店家會越來越多樣(๑ơ ₃ ơ)♥
多到讓你不知如何選擇(´▽`ʃ♡ƪ)""",1
790,高啟娟,2017年12月2日,5, 動作速度都很快，但給個建議，服務人員可否有制服，這樣會更有品質,"有無科技2017年12月3日Dear 啟娟,

我們的騎士雖無每人著裝制服(ゝ∀･)b
但是都會配戴超漂亮的識別證唷(✪ω✪)
請問配送給你的騎士沒有戴嗎(＊゜ー゜)b
快到line@跟小編抓耙子(♛‿♛)

line@，請搜尋官方帳號：有無快送",0
791,王亞婷,2017年11月21日,4, 送貨速度能更快就完美了,"有無科技2017年11月26日Dear 亞婷，

收到(｡◕∀◕｡)
沒問題(◕ܫ◕)
小編會提議公司拿長鞭鞭策(✧≖‿ゝ≖)",0
792,Just life JL,2017年11月29日,5, 還蠻好使用的，客服人員、外送人員都很棒！,"有無科技2017年12月3日Dear 俐妏,

我們的棒棒都是因為你(*´∀`)~♥
一定要緊緊追隨我們唷( ♥д♥)",1
793,楊惟惟,2017年11月30日,5, 操作方便更多選擇服務快速,"有無科技2017年12月3日Dear 惟惟,

好多人都這樣說(♡˙︶˙♡)
有沒有別種誇獎(╭￣3￣)╭♡
快說來讓小編驕傲一下⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄",0
794,Google 使用者,2017年11月21日,5, 方便快速，如果有更多素食店家，就完美~,"有無科技2017年11月26日Darling,

我們APP素食店家真得有比較少( ˘･з･)
你有比較喜歡私房推薦的嗎(✺ω✺)
快到Line@跟小編說說(☄◣ω◢)☄

Line@，請官方搜尋：有無快送",1
795,蔡明欽,2017年11月26日,1, 不知道如何進入，還要綁定什麼也不知道，乾脆就移除程式了，,"有無科技2017年11月27日Dear 明欽,

遇到什麼困境了嗎(´c_`)
快來line@跟小編說說(　◜◡‾)
讓我們一起解決它(ㆆᴗㆆ)
當你上手你會愛不釋手(‾◡◝　)

請搜尋，官方line@：有無快送",0
796,謝宜恬,2017年11月25日,5, 真的很方便在公司使用,"有無科技2017年11月26日Dear 宜恬,

你公司在哪兒呀(*ˇωˇ*人)
你用過揪團功能了嗎( • ̀ω•́ )
公司用揪團超超超超超超方便( ^ω^)
快點用用看(๑ơ ₃ ơ)♥
真心不騙(≧∀≦)ゞ",1
797,美琪,2017年11月23日,5, 送貨快速 程式簡單好用,"有無科技2017年11月26日Dear Kiwi,

我們的一切(๑¯∀¯๑)
只有你能掌控(´,,•ω•,,)♡
但我們進步也很神速Σ&gt;―(〃°ω°〃)♡→
要跟上我們的速度唷(๑¯∀¯๑)",1
798,王言綸,2017年11月26日,5, 第一次就上手的平台，非常好用。,"有無科技2017年11月27日Dear 言綸，

你好棒棒d(`･∀･)b
第一次就掌握了我們(ゝ∀･)b
我們進步超神速(ゝ∀･)⌒☆
要緊緊跟上我們的腳步唷(̿▀̿ ̿Ĺ̯̿̿▀̿ ̿)̄",1
799,黃靖錞,2017年12月7日,5, 使用介面設計流暢,"有無科技2017年12月11日Dear 靖錞，

除了科技面上的介面設計流暢(●´ω｀●)ゞ
你不覺得我們人類實體上的服務很優質嗎(*´з｀*)",0
800,T W,2017年11月28日,2, 無法發送驗證碼，無法使用,"有無科技2017年12月3日Dear Judy ,

可能是因為你有下載預防廣告的服務APP(´,,•ω•,,)♡
所以驗證碼會因此收不到唷╮(╯_╰)╭
請到line@通知小編ξ( ✿＞◡❛)
小編立即為您確認驗證碼喔ლ( • ̀ω•́ )っ

line@，請搜尋官方帳號：有無快送",0
801,Yao jen Chan,2017年11月28日,5, 方便 優惠多,"有無科技2017年12月3日Dear Yao jen Chan,

我們的方便是為了讓你幸福(*´∀`)~♥
我們的優惠是因為你值得ε٩(๑&gt; ₃ &lt;)۶з",0
802,孫小琪,2017年11月25日,5, 選擇比較多,"有無科技2017年11月26日Dear 小琪,

拼了命的讓選擇豐富(✪ω✪)
就是為了讓你不乏味(σ′▽‵)′▽‵)σ
所以不論有多少平台ヽ(✿ﾟ▽ﾟ)ノ
你只能選擇我們唷(灬ºωº灬)
勾勾手約定好囉(❛◡❛✿)",1
803,Push Lee,2017年11月24日,5, 很多店家，不錯,"有無科技2017年11月26日Dear Push ,
只有有無快送上架最多店家(ゝ∀･)⌒☆
就是為了滿足你的味蕾ξ( ✿＞◡❛)",1
804,Susan Yang,2017年11月25日,5, 簡單方便,"有無科技2017年11月26日Dear  Susan ,

小編也只喜歡簡單方便事物(o´罒`o)
我們一定很合拍(´///☁///`)",2
805,Claire Chin,2017年11月20日,5, 非常方便,"有無科技2017年11月20日Dear Claire Chin ,

只要你方便(ゝ∀･)
小編就心滿意足ξ( ✿＞◡❛)",1
806,青青,2017年11月24日,5, 快速方便,"有無科技2017年11月26日Dear 青青，

除了快送方便(ﾉ&gt;ω&lt;)ﾉ
有沒有覺得很幸福(^y^)
小編因為有你(ゝ∀･)
覺得幸福(*´∀`)~♥",1
807,Amy Lee,2017年11月26日,5, 好用,"有無科技2017年11月27日Dear Amy,

產品就是為了讓你覺得好用(ゝ∀･)
產品就是為了讓你覺得幸福(´▽`ʃ♡ƪ)""
只要你感動(*ﾟ∀ﾟ*)
我們就心滿意足σ(´∀｀*)",1
808,杜玲芳,2017年11月25日,5, 方便,"有無科技2017年11月26日Dear 玲芳,

方便是最基本的要件(σ′▽‵)′▽‵)σ
可以跟隨在你身邊才是重要ε٩(๑&gt; ₃ &lt;)۶з",0
809,Vivienne,2017年11月17日,5, 簡單方便又快速，真的非常滿意！除了希望再多些店家，也希望能增加🍝不需要餐具🍝的選項，用餐方便同時也能為環保盡微薄之力！,"有無科技2017年11月20日Dear Vivienne ,

能為你的人生帶來便利幸福(ゝ∀･)b
小編就無所求了(*´∀`)~♥
你好棒ε٩(๑&gt; ₃ &lt;)۶з
跟小編一樣愛環保愛地球(´▽`ʃ♡ƪ)""
會再建議團隊增加選項唷♥(´∀` )人
找時間和小編一起去淨灘吧(｡•ㅅ•｡)♡",1
810,yu pei Shih,2017年11月23日,5, 很有社區概念做法，非常棒，結合需要及所需者的需求，多選擇，服務好,"有無科技2017年11月26日Dear yu pei ,

知音呀知音d(`･∀･)b
知有無莫若Yu Pei ( ♥д♥)",1
811,企鵝,2017年11月26日,5, 超級方便,"有無科技2017年11月27日Dear 傑方,

我們真的是所有平台產品裡數一數二的方便好用(ﾟ3ﾟ)～♪
不是我自誇( ͡° ͜ʖ ͡°)
連你也這樣覺得(σ′▽‵)′▽‵)σ
要推薦給親朋好友唷(΄◞ิ౪◟ิ‵)",1
812,Google 使用者,2017年10月31日,5, 出餐通知跟騎士大約位置顯示對無電鈴族相當實用。,"有無科技2017年11月6日Darling,

就是要作到逃不出你法眼(≖ᴗ≖๑)
讓你無時無刻都可以掌握＼(●´ϖ`●)／
我們就是如此實用與貼心ᕦ(ò_óˇ)ᕤ",0
813,小緣溫,2017年11月5日,1, 很爛....很多店家都沒有外送還po 上去，爛死了,"有無科技2017年11月6日Dear 緣溫，
拜託千萬別誤會(*´艸`*) 
我們有分快送店家和美食探索ξ( ✿＞◡❛)
快送店家是指專有騎士配送服務=͟͟͞͞( •̀д•́) 
美食探索是提供免費電話功能訂餐訂位使用(σ′▽‵)′▽‵)σ 
若店家自己有外送服務，也可藉由該服務請店家配送給你唷ლ(・´ｪ`・ლ)
為了避免你使用介面跳來跳去很麻煩(´⊙ω⊙`)
美食探索店家點進去，若有看到快送點餐，代表有無有專門配送唷(´▽`ʃ♡ƪ)""",1
814,丁芷璇,2017年11月9日,5, 介面操作容易又清楚明了,"有無科技2017年11月13日Dear 芷璇,

科技始於人性(｡◕∀◕｡)
你就是我們清楚明瞭代言人ξ( ✿＞◡❛)",0
815,Woo Kenn,2017年11月1日,5, 簡潔好用選擇多,"有無科技2017年11月6日Dear  Woo Kenn,

想要給你的有好多(๑ơ ₃ ơ)♥
簡潔好用選擇多是其中(▰˘◡˘▰)
請慢慢品嚐挖掘(๑´ڡ`๑)
你會戀上有無快送的美好(〃∀〃)",0
816,陳佩伶,2017年10月31日,5, 真的很方便，又快速,"有無科技2017年11月6日Dear佩伶,

只要可以為你的人生增加方便快速的色彩(ゝ∀･)
有無快送願意當那畫筆&lt; (￣︶￣)&gt;
任你揮灑( *¯ ³¯*)♡ㄘゅ",1
817,Google 使用者,2017年11月4日,5, 真的很方便,"有無科技2017年11月6日Baby ,

快大聲說(✪ω✪)
有多好用(｡◕∀◕｡)
如何好用(♛‿♛)
怎樣好用✧◝(⁰▿⁰)◜✧",0
818,Evie Chen,2017年11月1日,5, 方便好用,"有無科技2017年11月6日Dear Evie Chen,

給最親愛的你使用(｡•ㅅ•｡)♡
當然要最方便又好用(っ´ω`c)
我們要在一起很久很久喔(ﾉ∀`*)",0
819,Lisa Wang,2017年10月26日,5, 訂餐便利很多選擇提早送餐,"有無科技2017年10月30日Dear Lisa,

許多親愛的用戶想要提早送達的心聲(*´∀`)~♥
小編和公司都聽到了(ゝ∀･)
趕快新增功能默默上線了ξ( ✿＞◡❛)
想不到你動作好快被你發現了(｡◕∀◕｡)",0
820,簡君陵,2017年10月31日,5, 外送超快我喜歡,"有無科技2017年11月6日Dear君陵,

你喜歡我就喜歡(●´ω｀●)ゞ
不可以不喜歡唷(♡˙︶˙♡)
小編會難過｡ﾟ(ﾟ´ω`ﾟ)ﾟ｡",0
821,鐘夢萍,2017年10月28日,5, 外送快速又方便,"有無科技2017年10月30日Dear 夢萍，

只要你感到快速方便(灬ºωº灬)
小編就心滿意足(❛◡❛✿)
若有任何問題(◕ܫ◕)
請洽有無line@，請搜尋:有無快送",0
822,馨文張,2017年10月24日,5, 騎士態度好，有效率,"有無科技2017年10月30日Dear 馨文，

服務態度和效率是基本的。゜+.(人-ω◕)゜+.゜
顏值是附加的(ゝ∀･)⌒☆",1
823,陳美安,2017年10月25日,5, 很好，辛苦了。,"有無科技2017年10月30日Dear 美安，

只要可以為您服務(^u^)
一點都不辛苦唷(ﾉ&gt;ω&lt;)ﾉ",0
824,Ryan Tsao,2017年10月10日,2, 外送人員有禮貌、客氣。 但是某些店家下了訂單，為何就直接退訂？ 甚至有時候，點的餐點有缺料，也就自行做主替換別的，難道這些都不用通知一下？ 差勁到極點，感覺很糟糕,有無科技2017年10月16日Dear  Ryan Tsao，在此先感謝您的喜愛，您所提及的某些店家可否告訴小編，因您所提及的問題很嚴重，小編必須請相關人員與店家進行溝通輔導，再麻煩您用line敲敲小編了m(_ _;)m 很抱歉造成您的不愉快,3
825,胡慶德,2017年10月16日,4, 現在改版，改的不好，很難訂  現在的板面全部都擠在一起很亂，之前都會分類別，要想吃便當就進入便當區點，想吃消夜就進消夜去點，不用像現在要拉很長找的很辛苦，很不方便,有無科技2017年10月16日Dear 胡慶德，請您一定要告訴小編您覺得哪裡改的不好༼ಢ_ಢ༽小編一定跟相關人員反應，我們以越改越好為目標(¯―¯٥),2
826,M L,2017年10月8日,4, 訂餐流程簡單方便，送餐人員準時有禮，餐點外盒或包裝都能保持完整清潔，合作店家若能更多些更佳,有無科技2017年10月16日Dear M L，在此先感謝您的喜愛與讚美，您的肯定對我們是莫大的支持(^o^)，您的建議我也會請相關人員進快處理與改善，合作的店家我們也會努力努力再努力的與店家洽談◕‿◕感謝您~~~~,2
827,lacha liu,2017年10月4日,5, 送的準  服務好  介面簡單清楚    操作方便   重點是有滿百免運,有無科技2017年10月16日Dear lacha liu，重點抓得好阿~~很開心能得到您的青睞 (•ө•)♡小編在此感謝您的支持與肯定喔♪♫*•♪,3
828,呂曉琳,2017年10月27日,5, 非常方便好用的外送App 讓我們桃園人也能享受不出門就能吃到美食！！ 騎士態度超好～餐點超讚！！,"有無科技2017年10月30日Dear 曉琳，

你愛我們家的APP與服務，好棒棒☝( ◠‿◠ )☝
快快跟您的親朋好友分享(´≖◞౪◟≖)
讓大家可以不出門享美食ლ(╹◡╹ლ)
順便看看有無高顏值騎士(✪ω✪)",0
829,YU wang,2017年10月20日,2, 我訂很多次幾乎都遲到，有一次遲到一小時 麵都爛掉,"有無科技2017年10月23日dear YU wang，我的老天爺呀!大家很滿意的跟小編說有無快送超棒，小編還喜孜孜的志得意滿耶
怎麼會讓你遇到這種扯事，這才不是有無的服務，小編一定會跟公司反應，請公司一定要了解到底是哪個環節出問題，務必解決配送品質，在此，小編深深一鞠躬，請接受小編滿滿的歉意。

若訂單有任何問題，請加入我們粉絲line@，提供單號及狀況，小編相信我們客服會立即為您處理喔。
line@，請搜尋:有無快送",1
830,Pei Fang,2017年10月18日,5, 今天聽廣播介紹有這個不錯介紹美食和免費電話訂餐～馬上訂餐通話很清楚！馬上Line分享親友～,有無科技2017年10月23日Dear Pei Fang，很開心您這麼喜愛我們的app並願意分享給親友們一起使用，小編開心到灑花了٩(♡ε♡ )۶,0
831,Google 使用者,2017年10月14日,5, 外送人員服務好。滿額免運店家CP高。希望以後合作商家能越來越多！,有無科技2017年10月16日Dear Joy Yeh，很開心能得到您的青睞 (•ө•)♡感謝您的支持與肯定喔ヽ(^o^)丿我們會努力與店家洽談的，也歡迎您跟我們推薦您喜愛的店家喔(๑˃̵ᴗ˂̵)ﻭ,0
832,Lorsha Chen,2017年10月14日,5, 外送人員有禮貌，希望以後能再多一點餐館加入外送免運的活動就太棒了！,有無科技2017年10月16日Dear Lorsha Chen ，在此先感謝您的喜愛與讚美，您的肯定對我們是莫大的支持(^o^)，，合作的店家我們也會努力努力再努力的與店家洽談喔◕‿◕,0
833,羅皓元,2017年10月9日,1, 被他的主管詐騙說 回饋會送免運卷 結果也沒送啊,有無科技2017年10月16日Dear 羅皓元，這其中一定有什麼誤會(｡ŏ﹏ŏ)，我們現在回饋是可以參加抽300元折價券的活動耶，您可以開啟app到【訊息】查看活動內容，或是到我們fb粉絲團也有相關的活動資訊喔,0
834,陳柒,2017年10月15日,5, 外送人員服務態度有禮貌，訂餐外送方便使用,有無科技2017年10月16日Dear陳柒，很開心您喜歡我們騎士的服務態度，他們一定會很開心您對他們的肯定(/◕ヮ◕)/,3
835,Melody Weng,2017年10月11日,5, 對產後不方便出門的媽媽來說是一大福音^_^,有無科技2017年10月16日Dear Melody Weng，能為辛苦的媽媽們造福真的是我們有無的福氣(๑˃̵ᴗ˂̵)ﻭ真的感謝您的喜愛喔~,1
836,林倢伃,2017年10月2日,5, 訂餐方便，騎士都很客氣，介面清楚，越來越多店家了，好用!,有無科技2017年10月2日Dear倢伃，謝謝您的讚美，小編立馬將您的讚美貼給騎士與工程人員，讓他們開心一下~(๑´ڡ`๑),2
